0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,403,370,403,370,403,370,403,370,0,0,0,0,0,0,0,0,403,370,403,370,403,370,403,370,403,370,403,370,403,370,0,0,0,0,0,0,0,0,0
0,404,403,370,403,355,386,404,386,0,0,0,0,0,0,0,0,404,403,370,403,355,386,404,386,404,386,404,403,370,403,0,0,0,0,0,0,0,0,0
0,403,370,403,370,403,370,403,370,0,0,0,0,0,0,0,0,403,370,403,370,403,370,403,370,403,370,403,370,403,370,0,0,0,0,0,0,0,0,0
0,404,403,370,403,355,386,404,386,0,0,0,0,0,0,0,0,404,403,370,403,355,386,404,386,404,386,404,403,370,403,0,0,0,0,0,0,0,0,0
0,403,370,403,370,403,370,403,370,0,0,0,0,0,0,0,0,403,370,418,370,403,370,403,370,403,370,403,370,418,370,0,0,0,0,0,0,0,0,0
0,404,403,370,403,355,386,404,386,404,386,404,403,370,403,355,386,404,386,404,386,404,403,370,403,355,386,404,386,404,386,404,403,370,403,355,386,404,386,0
0,403,370,403,370,403,370,403,370,418,370,403,370,403,370,403,370,403,370,418,370,403,370,403,370,403,370,403,370,418,370,403,370,403,370,403,370,403,370,0
0,404,403,370,403,355,386,404,386,404,386,404,403,370,403,355,386,404,386,404,386,404,403,370,403,355,386,404,386,404,386,404,403,370,403,355,386,404,386,0
0,403,370,403,370,403,370,403,370,418,370,403,370,403,370,403,370,403,370,418,370,403,370,403,370,403,370,403,370,418,370,403,370,403,370,403,370,403,370,0
0,404,403,370,403,355,386,404,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,135,0,0,0,0,0,0,0,0,0,0,0
0,403,370,403,370,403,370,403,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,370,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,91,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,135,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,404,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,370,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,91,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,135,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,404,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,370,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,91,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,135,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,370,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355,386,355,94,370,249,355,386,355,94,370,249,355,386,355,94,370,249,355,0
0,0,0,0,91,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,370,135,370,135,370,135,370,135,404,135,370,135,370,135,370,135,370,135,0
0,403,370,403,370,403,370,403,370,418,370,403,370,0,0,0,0,0,0,0,355,386,355,94,370,249,355,386,355,94,370,249,355,386,355,94,370,249,355,0
0,404,388,471,91,471,91,387,386,387,386,387,386,0,0,0,0,0,0,0,135,370,135,370,135,370,135,370,135,404,135,370,135,370,135,370,135,370,135,0
0,403,370,403,370,403,370,403,370,418,370,403,370,0,0,0,0,0,0,0,355,386,355,94,370,249,355,386,355,94,370,249,355,386,355,94,370,249,355,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
